hex9,value
89196ba29abffff,100
89196ba29abffff,30
89196ba2903ffff,30
89196ba2903ffff,80
89196ba2917ffff,95
89196ba2917ffff,155
89196ba2917ffff,70
89196ba29abffff,135
89196ba29abffff,40
89196ba2903ffff,80
89196ba2903ffff,115
89196ba2917ffff,55
89196ba2917ffff,95
89196ba2917ffff,115
89196ba2917ffff,10
89196ba29bbffff,20
89196ba2947ffff,5
89196ba2903ffff,35
89196ba291bffff,10
89196ba291bffff,25
89196ba291bffff,80
89196ba2957ffff,50
89196ba291bffff,75
89196ba291bffff,20
89196ba29cfffff,50
89196ba29cfffff,90
89196ba2bb7ffff,5
89196ba2b8bffff,10
89196ba2b83ffff,10
89196ba2b83ffff,5
89196ba2b83ffff,10
89196ba2b97ffff,10
89196ba2b93ffff,10
89196ba2867ffff,5
89196ba2867ffff,15
89196ba2863ffff,15
89196ba2903ffff,95
89196ba2913ffff,60
89196ba2913ffff,110
89196ba2917ffff,55
89196ba29bbffff,15
89196ba29bbffff,25
89196ba2913ffff,80
89196ba2913ffff,150
89196ba2913ffff,80
89196ba2913ffff,95
89196ba298fffff,75
89196ba29bbffff,30
89196ba29bbffff,35
89196ba2913ffff,75
89196ba2913ffff,50
89196ba2913ffff,105
89196ba2913ffff,80
89196ba298fffff,110
89196ba298fffff,80
89196ba298fffff,25
89196ba2987ffff,40
89196ba29c7ffff,185
89196ba29c7ffff,120
89196ba298bffff,135
89196ba298bffff,100
89196ba298fffff,105
89196ba298fffff,165
89196ba298fffff,95
89196ba2987ffff,55
89196ba29c7ffff,20
89196ba29cfffff,90
89196ba291bffff,115
89196ba291bffff,85
89196ba29cfffff,55
89196ba29cfffff,105
89196ba29c7ffff,90
89196ba29c7ffff,115
89196ba28a7ffff,5
89196ba28afffff,5
89196ba28afffff,20
89196ba29c7ffff,35
89196ba298bffff,50
89196ba298bffff,70
89196ba2983ffff,95
89196ba2983ffff,120
89196ba2983ffff,45
89196ba29d3ffff,10
89196ba2d6fffff,10
89196ba2d6fffff,5
89196ba2d67ffff,20
89196ba2d67ffff,5
89196ba2d67ffff,10
89196ba2d67ffff,15
89196ba2d67ffff,15
89196ba2d7bffff,165
89196ba2d7bffff,145
89196ba2d7bffff,145
89196ba2d73ffff,40
89196ba2d73ffff,125
89196ba29b3ffff,40
89196bb5a4fffff,45
89196bb5a4fffff,20
89196bb5a4fffff,20
89196ba2987ffff,45
89196ba2987ffff,60
89196ba29b3ffff,30
89196bb5a4bffff,10
89196bb5a4fffff,30
89196bb5a4fffff,45
89196bb5a07ffff,20
89196bb5a07ffff,20
89196bb5a07ffff,10
89196bb5aabffff,35
89196bb5aabffff,25
89196bb5aa3ffff,5
89196bb5aa7ffff,10
89196bb5a03ffff,50
89196bb5a07ffff,100
89196bb5a07ffff,30
89196bb5a0fffff,90
89196bb5a47ffff,55
89196bb5a47ffff,35
89196bb5a47ffff,90
89196bb5a0bffff,50
89196bb5a0bffff,50
89196bb5a0bffff,70
89196bb5a03ffff,100
89196bb5a47ffff,65
89196bb5a47ffff,35
89196bb5a07ffff,20
89196bb5aabffff,15
89196bb5aabffff,25
89196bb5aa3ffff,10
89196bb5aa3ffff,5
89196bb5a03ffff,165
89196bb5a03ffff,50
89196bb5a17ffff,75
89196bb5a17ffff,125
89196bb5a47ffff,45
89196ba2987ffff,15
89196ba2987ffff,20
89196bb5a4bffff,5
89196bb5a43ffff,50
89196bb5a43ffff,90
89196bb5a43ffff,95
89196ba2987ffff,40
89196bb5a43ffff,95
89196bb5a43ffff,75
89196bb5a57ffff,180
89196bb5a0bffff,115
89196bb5a0bffff,70
89196bb5a0bffff,150
89196bb5a03ffff,145
89196bb5a43ffff,80
89196bb5a57ffff,60
89196bb5a57ffff,140
89196bb5a57ffff,125
89196bb5a0bffff,55
89196bb5aabffff,10
89196bb5a03ffff,110
89196bb5a03ffff,70
89196bb5a17ffff,135
89196bb5a17ffff,170
89196bb5a13ffff,160
89196bb5a13ffff,80
89196bb5a13ffff,105
89196bb5a17ffff,80
89196bb5a13ffff,50
89196bb5a1bffff,115
89196bb5a03ffff,230
89196bb5a43ffff,50
89196bb5a57ffff,30
89196bb5a57ffff,125
89196bb5a57ffff,145
89196bb5a1bffff,90
89196bb5a1bffff,135
89196bb5a1bffff,140
89196bb5a53ffff,30
89196bb5a43ffff,75
89196bb5a5bffff,50
89196bb5a43ffff,100
89196bb5a43ffff,90
89196bb5a53ffff,30
89196ba2d2bffff,20
89196ba2d2bffff,35
89196ba2d23ffff,5
89196ba2d2bffff,10
89196ba2d23ffff,20
89196bb5a57ffff,75
89196bb5a57ffff,55
89196bb5a57ffff,5
89196bb5a1bffff,110
89196bb5a1bffff,90
89196bb5a1bffff,145
89196bb5a1bffff,20
89196bb5ac7ffff,35
89196ba2dafffff,95
89196ba2dafffff,15
89196bb4a1bffff,10
89196bb4a17ffff,35
89196bb4a17ffff,20
89196bb4a1bffff,15
89196bb4acfffff,20
89196bb4ac7ffff,15
89196bb4ac3ffff,20
89196bb4a8bffff,25
89196bb4ac3ffff,35
89196bb4a8bffff,80
89196bb4843ffff,10
89196bb4a83ffff,40
89196bb4a83ffff,75
89196bb4a97ffff,50
89196bb4a97ffff,130
89196bb4a97ffff,105
89196bb4a97ffff,50
89196bb485bffff,100
89196bb485bffff,70
89196bb4a9bffff,30
89196bb4a83ffff,25
89196bb4a93ffff,105
89196bb4a93ffff,120
89196bb4a97ffff,125
89196bb4a97ffff,125
89196bb485bffff,55
89196bb485bffff,85
89196bb485bffff,115
89196bb4a9bffff,110
89196bb4a93ffff,40
89196bb4ac3ffff,15
89196bb4a9bffff,10
89196bb4ad3ffff,10
89196bb4a9bffff,20
89196bb4a9bffff,10
89196bb4e6fffff,50
89196bb4e6fffff,70
89196bb4a9bffff,15
89196bb4ad3ffff,10
89196bb4e6fffff,60
89196bb4a93ffff,95
89196bb4a93ffff,85
89196bb4a93ffff,40
89196bb4e2fffff,25
89196bb4e2fffff,50
89196bb485bffff,90
89196bb485bffff,105
89196bb4a9bffff,95
89196bb4a93ffff,35
89196bb4a93ffff,55
89196bb4a93ffff,50
89196bb4a93ffff,35
89196bb4e2fffff,90
89196bb4e2fffff,130
89196bb4e2fffff,95
89196bb4e27ffff,100
89196bb4e67ffff,60
89196bb4e67ffff,45
89196bb4e67ffff,80
89196bb4e2bffff,75
89196bb4e2bffff,155
89196bb4e2fffff,65
89196bb4e2fffff,135
89196bb4e2fffff,140
89196bb4e27ffff,75
89196bb4e67ffff,135
89196bb4e67ffff,60
89196bb4e67ffff,55
89196bb4e2bffff,90
89196bb4e2bffff,70
89196bb4e6fffff,95
89196bb4e6fffff,110
89196bb4e67ffff,60
89196bb4e6bffff,30
89196bb4e6bffff,80
89196bb4e6fffff,100
89196bb4e6fffff,90
89196bb4e67ffff,45
89196bb4e6bffff,20
89196bb4e6bffff,55
89196bb4e2bffff,100
89196bb4e23ffff,160
89196bb4e23ffff,70
89196bb4e23ffff,65
89196bb4e67ffff,130
89196bb4e67ffff,55
89196bb4e77ffff,80
89196bb4e2bffff,70
89196bb4e2bffff,125
89196bb4e23ffff,80
89196bb5d67ffff,50
89196bb5d2fffff,10
89196bb5db3ffff,30
89196bb5db3ffff,115
89196bb5d87ffff,45
89196bb5d87ffff,160
89196bb5db3ffff,90
89196bb5d87ffff,130
89196bb5d87ffff,50
89196bb5d87ffff,90
89196bb582bffff,95
89196bb5823ffff,80
89196bb5823ffff,70
89196bb5823ffff,95
89196bb5837ffff,100
89196bb5837ffff,65
89196bb5837ffff,80
89196bb5837ffff,115
89196bb59dbffff,50
89196bb583bffff,45
89196bb5877ffff,25
89196bb5877ffff,40
89196bb5877ffff,45
89196bb5ab7ffff,25
89196bb5ab7ffff,25
89196bb5ab7ffff,25
89196bb587bffff,55
89196bb587bffff,30
89196bb587bffff,60
89196bb5873ffff,25
89196bb583bffff,100
89196bb583bffff,105
89196bb5823ffff,65
89196bb5837ffff,35
89196bb5837ffff,55
89196bb5837ffff,100
89196bb59dbffff,10
89196bb583bffff,50
89196bb583bffff,40
89196bb5873ffff,95
89196bb5873ffff,30
89196bb5877ffff,25
89196bb5877ffff,85
89196bb5ab7ffff,15
89196bb5ab7ffff,35
89196bb5ab7ffff,100
89196bb587bffff,130
89196bb587bffff,90
89196bb587bffff,95
89196bb5873ffff,65
89196bb5873ffff,105
89196bb5873ffff,15
89196bb580fffff,10
89196bb580fffff,35
89196bb584fffff,10
89196bb584fffff,45
89196bb584fffff,95
89196bb587bffff,105
89196bb5847ffff,105
89196bb5873ffff,60
89196bb5873ffff,85
89196bb580fffff,90
89196bb584fffff,15
89196bb5847ffff,60
89196bb5847ffff,95
89196bb5847ffff,45
89196bb5873ffff,5
89196bb580fffff,40
89196bb58cfffff,5
89196bb580fffff,80
89196bb580fffff,50
89196bb580fffff,25
89196bb58bbffff,5
89196bb588fffff,20
89196bb588fffff,25
89196bb588bffff,15
89196bb588bffff,15
89196bb58cbffff,10
89196bb58cbffff,45
89196bb58cbffff,85
89196bb58cfffff,45
89196bb58cfffff,5
89196bb5e27ffff,65
89196bb5e27ffff,30
89196bb58cbffff,45
89196bb58cbffff,75
89196bb58cbffff,100
89196bb58a3ffff,5
89196bb5d63ffff,10
89196bb5d63ffff,10
89196bb5d7bffff,10
89196bb5d7bffff,20
89196bb5d7bffff,15
89196bb5c2bffff,5
89196bb5c23ffff,5
89196bb5c2bffff,25
89196bb5c2bffff,125
89196bb58c3ffff,55
89196bb58c3ffff,25
89196bb5e23ffff,10
89196bb5e23ffff,115
89196bb5e23ffff,110
89196bb5e37ffff,195
89196bb5e37ffff,155
89196bb58cbffff,90
89196bb58cbffff,55
89196bb58c3ffff,20
89196bb5a13ffff,75
89196bb5a13ffff,65
89196bb5a13ffff,35
89196bb5a13ffff,25
89196bb5a13ffff,110
89196bb5a13ffff,50
89196bb5a8fffff,20
89196bb5ac7ffff,15
89196bb5e2bffff,15
89196bb5e3bffff,50
89196ba2d23ffff,10
89196ba2d23ffff,15
89196ba2d77ffff,30
89196ba2d37ffff,10
89196ba2d33ffff,15
89196ba2d33ffff,15
89196ba2d0fffff,90
89196ba2d3bffff,125
89196ba2d3bffff,20
89196ba2d3bffff,80
89196ba2d33ffff,110
89196ba2d33ffff,30
89196ba2d33ffff,50
89196ba2dafffff,95
89196ba2d0fffff,80
89196ba2d0fffff,165
89196ba2d07ffff,10
89196ba2d07ffff,125
89196ba2d07ffff,160
89196ba2d33ffff,225
89196ba2dafffff,35
89196ba2da7ffff,60
89196ba2da7ffff,110
89196bb5ad3ffff,105
89196ba2dafffff,120
89196ba2dafffff,50
89196ba2dafffff,175
89196ba2da7ffff,125
89196ba2da7ffff,85
89196ba2da7ffff,70
89196ba2d33ffff,195
89196ba2dafffff,150
89196ba2d0fffff,165
89196ba2d0fffff,65
89196ba2d07ffff,25
89196ba2d07ffff,105
89196ba2d07ffff,130
89196ba2d07ffff,25
89196ba2dabffff,60
89196ba2dabffff,80
89196ba2dabffff,60
89196ba2da3ffff,100
89196ba2da7ffff,140
89196ba2da7ffff,100
89196ba2da7ffff,140
89196ba2dabffff,60
89196ba2da3ffff,70
89196ba2da3ffff,60
89196ba2db7ffff,100
89196ba2db7ffff,60
89196ba2d0fffff,115
89196ba2d03ffff,145
89196ba2d03ffff,10
89196ba2d07ffff,130
89196ba2d07ffff,130
89196ba2dabffff,20
89196ba2dabffff,110
89196ba2dabffff,100
89196ba2d03ffff,100
89196ba2d03ffff,80
89196ba2d03ffff,80
89196ba2d17ffff,95
89196ba2d17ffff,20
89196ba2dabffff,60
89196ba2dabffff,165
89196ba2d03ffff,125
89196ba2d03ffff,230
89196ba2d03ffff,95
89196ba2d03ffff,140
89196ba2d17ffff,170
89196bb5e3bffff,140
89196bb5e77ffff,45
89196bb5e77ffff,40
89196bb5e3bffff,155
89196bb5e3bffff,180
89196bb5e0fffff,160
89196bb5e0fffff,170
89196bb5e3bffff,90
89196bb5e3bffff,185
89196bb5e73ffff,150
89196ba2dabffff,160
89196ba2da3ffff,95
89196ba2da3ffff,100
89196ba2db7ffff,50
89196ba2dbbffff,215
89196ba2da3ffff,205
89196ba2db3ffff,175
89196ba2db7ffff,195
89196ba2dbbffff,120
89196ba2dbbffff,70
89196ba28afffff,10
89196ba2d6bffff,5
89196ba28abffff,15
89196ba28abffff,5
89196ba28afffff,40
89196ba28a3ffff,45
89196ba28b7ffff,40
89196ba28b7ffff,65
89196ba28bbffff,145
89196ba28b3ffff,250
89196ba2d77ffff,80
89196ba2d4fffff,140
89196ba2d7bffff,150
89196ba2d7bffff,175
89196ba2d7bffff,155
89196ba2d73ffff,45
89196ba2d73ffff,35
89196ba2d73ffff,250
89196ba2d0fffff,155
89196ba2d4fffff,140
89196ba28b3ffff,155
89196ba28b3ffff,255
89196ba28b3ffff,60
89196ba2d4fffff,50
89196ba288fffff,20
89196ba28bbffff,75
89196ba28bbffff,190
89196ba28b3ffff,160
89196ba28b3ffff,140
89196ba28b3ffff,135
89196ba28b3ffff,190
89196ba2d4fffff,115
89196ba288fffff,45
89196ba2887ffff,140
89196ba2887ffff,135
89196ba2887ffff,160
89196ba28b3ffff,140
89196ba28b3ffff,35
89196ba2d4bffff,40
89196ba2d4fffff,95
89196ba2d4fffff,110
89196ba2d47ffff,130
89196ba2d47ffff,65
89196ba2d47ffff,45
89196ba2d73ffff,90
89196ba2d0fffff,85
89196ba2d4fffff,180
89196ba2d4fffff,120
89196ba2d47ffff,60
89196ba2d47ffff,25
89196ba2d47ffff,15
89196ba2d0bffff,75
89196ba2d0bffff,105
89196ba2d43ffff,295
89196ba2d43ffff,110
89196ba2d47ffff,115
89196ba2d47ffff,110
89196ba2d47ffff,185
89196ba2d0bffff,230
89196ba2d43ffff,30
89196ba2887ffff,60
89196ba2887ffff,90
89196ba2887ffff,80
89196ba2887ffff,105
89196ba2d4bffff,35
89196ba2d4bffff,185
89196ba2d4bffff,40
89196ba2883ffff,15
89196ba2887ffff,15
89196ba2887ffff,100
89196ba2887ffff,195
89196ba2d4bffff,170
89196ba2d4bffff,40
89196ba2883ffff,75
89196ba2883ffff,10
89196ba2897ffff,190
89196ba2897ffff,55
89196ba2897ffff,115
89196ba2d4bffff,155
89196ba2d5bffff,190
89196ba2d43ffff,140
89196ba2d43ffff,100
89196ba2d57ffff,185
89196ba2d57ffff,55
89196ba2d0bffff,35
89196ba2d0bffff,100
89196ba2d43ffff,185
89196ba2d43ffff,220
89196ba2d57ffff,235
89196ba2d57ffff,105
89196ba2d57ffff,120
89196ba2d1bffff,185
89196ba2d43ffff,100
89196ba2d53ffff,100
89196ba2d53ffff,120
89196ba2d57ffff,145
89196ba2d57ffff,35
89196ba2d1bffff,30
89196ba2d1bffff,70
89196bb588bffff,15
89196bb588bffff,40
89196bb589bffff,20
89196bb589bffff,70
89196bb589bffff,30
89196bb589bffff,65
89196bb5893ffff,55
89196bb5893ffff,15
89196bb5c67ffff,60
89196bb5c67ffff,10
89196bb5e23ffff,200
89196bb5e23ffff,120
89196bb5e23ffff,90
89196bb5e37ffff,80
89196bb5e37ffff,130
89196bb5e37ffff,165
89196bb58dbffff,25
89196bb58dbffff,65
89196bb5e3bffff,65
89196bb5e23ffff,130
89196bb5e33ffff,95
89196bb5e37ffff,80
89196bb5e37ffff,35
89196bb5e37ffff,100
89196bb58dbffff,210
89196bb58dbffff,110
89196bb58dbffff,45
89196bb5e3bffff,130
89196bb5e33ffff,185
89196bb5e33ffff,10
89196bb5e37ffff,150
89196bb5eafffff,215
89196bb5eafffff,95
89196bb58dbffff,85
89196bb58dbffff,105
89196bb5e3bffff,170
89196bb5e33ffff,25
89196bb5eafffff,35
89196bb5eafffff,140
89196bb5eafffff,140
89196bb5893ffff,60
89196bb5893ffff,50
89196bb5c67ffff,40
89196bb5c67ffff,5
89196bb5c63ffff,40
89196bb5c67ffff,40
89196bb5c67ffff,160
89196bb5c67ffff,80
89196bb5c2bffff,30
89196bb5c63ffff,65
89196bb5eafffff,125
89196bb5ea7ffff,90
89196bb5ea7ffff,55
89196bb5eafffff,185
89196bb5eafffff,85
89196bb5eafffff,100
89196bb5ea7ffff,90
89196bb5ea7ffff,130
89196bb5ea7ffff,80
89196bb5eabffff,100
89196bb5eabffff,90
89196bb5ea3ffff,90
89196bb5ea3ffff,140
89196bb5ea7ffff,120
89196bb5ea7ffff,215
89196bb5e07ffff,95
89196bb5e07ffff,110
89196bb5eabffff,55
89196bb5eabffff,115
89196bb5ea3ffff,135
89196bb5c63ffff,95
89196bb5c77ffff,165
89196bb5c77ffff,135
89196bb5c77ffff,40
89196bb5c2bffff,65
89196bb5c63ffff,85
89196bb5c63ffff,150
89196bb5c77ffff,130
89196bb5c77ffff,100
89196bb5c77ffff,55
89196bb5c23ffff,65
89196bb5c23ffff,95
89196bb5c23ffff,50
89196bb5c37ffff,20
89196bb5c37ffff,10
89196bb5c3bffff,15
89196bb5c3bffff,20
89196bb5c23ffff,60
89196bb5c33ffff,105
89196bb5c37ffff,90
89196bb5ea3ffff,110
89196bb5ea3ffff,165
89196bb5eb7ffff,80
89196bb5e17ffff,150
89196bb5e17ffff,160
89196bb5e17ffff,215
89196bb5eabffff,25
89196bb5eabffff,80
89196bb5ebbffff,90
89196bb5ea3ffff,185
89196ba1c37ffff,20
89196ba1c37ffff,5
89196ba1c37ffff,20
89196ba1dcbffff,20
89196ba1c77ffff,130
89196ba1c77ffff,60
89196ba1c2bffff,85
89196ba1c2bffff,105
89196ba1c3bffff,170
89196ba1c23ffff,120
89196ba1d83ffff,100
89196ba1ddbffff,70
89196ba1dc3ffff,130
89196ba1dd3ffff,155
89196ba1dd3ffff,85
89196ba1dd7ffff,150
89196ba1dd7ffff,90
89196ba1d9bffff,40
89196ba1d9bffff,60
89196ba0e5bffff,140
89196ba0e5bffff,50
89196ba0e5bffff,80
89196ba1d93ffff,100
89196ba1d93ffff,65
89196ba032fffff,25
89196ba032fffff,50
89196ba032fffff,70
89196ba0e5bffff,100
89196ba0e5bffff,10
89196ba1c23ffff,70
89196ba1c23ffff,55
89196ba1c37ffff,15
89196ba1c37ffff,85
89196ba1c37ffff,130
89196ba1ddbffff,100
89196ba1c77ffff,80
89196ba1c77ffff,65
89196ba1c77ffff,95
89196ba1c3bffff,75
89196ba1d93ffff,100
89196ba1ddbffff,85
89196ba1ddbffff,15
89196ba1ddbffff,110
89196ba1dd3ffff,145
89196ba1dd3ffff,135
89196ba1dd3ffff,55
89196ba1d9bffff,30
89196ba1d9bffff,95
89196ba1d9bffff,65
89196ba1c3bffff,125
89196ba1c3bffff,110
89196ba1c23ffff,50
89196ba1c33ffff,65
89196ba1c33ffff,40
89196ba1c37ffff,205
89196ba1ddbffff,40
89196ba1c77ffff,75
89196ba1c77ffff,35
89196ba1c77ffff,95
89196ba1d93ffff,75
89196ba1ddbffff,10
89196ba1ca7ffff,40
89196ba1dd3ffff,75
89196ba1dd3ffff,10
89196ba036fffff,35
89196ba036fffff,75
89196ba0367ffff,40
89196ba0367ffff,100
89196ba0367ffff,55
89196ba1d93ffff,25
89196ba1d93ffff,100
89196ba032fffff,110
89196ba032fffff,160
89196ba032fffff,20
89196ba1d93ffff,65
89196ba032bffff,110
89196ba032bffff,135
89196ba032fffff,25
89196ba032bffff,115
89196ba1c3bffff,115
89196ba1c3bffff,55
89196ba1c3bffff,50
89196ba1c33ffff,20
89196ba1c33ffff,105
89196ba1c33ffff,35
89196ba1cafffff,140
89196ba1cafffff,30
89196ba1c73ffff,80
89196ba1c0fffff,5
89196ba1c0fffff,20
89196ba1c0fffff,30
89196ba1c3bffff,45
89196ba1c3bffff,25
89196ba1c33ffff,30
89196ba1c33ffff,80
89196ba1cafffff,45
89196ba1cafffff,140
89196ba1cafffff,15
89196ba1c73ffff,125
89196ba1cafffff,20
89196ba1ca7ffff,80
89196ba036fffff,20
89196ba036fffff,75
89196ba036fffff,90
89196ba0367ffff,40
89196ba0367ffff,25
89196ba0367ffff,70
89196ba1cafffff,95
89196ba1ca7ffff,65
89196ba1ca7ffff,110
89196ba1ca7ffff,80
89196ba036bffff,5
89196ba036bffff,5
89196ba036bffff,35
89196ba0363ffff,75
89196ba0363ffff,30
89196ba0367ffff,110
89196ba1ca3ffff,110
89196ba1ca7ffff,125
89196ba0edbffff,60
89196ba0ec3ffff,60
89196ba0ec3ffff,85
89196ba0ec3ffff,85
89196ba0ed7ffff,30
89196ba0ed7ffff,65
89196ba0ed7ffff,70
89196ba0edbffff,70
89196ba0edbffff,85
89196ba0ec3ffff,75
89196ba032bffff,20
89196ba032bffff,90
89196ba0ecbffff,35
89196ba0337ffff,175
89196ba0edbffff,55
89196ba0337ffff,225
89196ba0337ffff,25
89196ba0edbffff,25
89196ba0333ffff,115
89196ba0333ffff,55
89196ba1c0fffff,125
89196ba1c0fffff,90
89196ba1c07ffff,60
89196ba1c07ffff,115
89196ba1c07ffff,65
89196ba1cabffff,50
89196ba1cabffff,125
89196ba1cabffff,60
89196ba1ca3ffff,160
89196ba1c03ffff,45
89196ba1ca7ffff,100
89196ba1ca7ffff,95
89196ba036bffff,20
89196ba036bffff,75
89196ba036bffff,35
89196ba0363ffff,5
89196ba0363ffff,15
89196ba0363ffff,10
89196ba1ca3ffff,215
89196ba1ca3ffff,95
89196ba0ed3ffff,190
89196ba0ed3ffff,185
89196ba0ed7ffff,65
89196ba0ed7ffff,90
89196ba0ed7ffff,25
89196ba0edbffff,130
89196ba0edbffff,70
89196ba0ed3ffff,125
89196ba0ed3ffff,15
89196ba0ed3ffff,105
89196ba1c03ffff,110
89196ba1c03ffff,75
89196ba1c07ffff,95
89196ba1c07ffff,25
89196ba1cabffff,50
89196ba1cabffff,105
89196ba1cabffff,40
89196ba1cabffff,90
89196ba1ca3ffff,130
89196ba1c03ffff,5
89196ba1cb7ffff,15
89196ba1cb7ffff,20
89196ba1cb7ffff,95
89196ba036bffff,100
89196ba037bffff,105
89196ba0363ffff,25
89196ba0363ffff,15
89196ba0363ffff,5
89196ba1ca3ffff,90
89196ba1cb7ffff,75
89196ba0ed3ffff,85
89196ba016fffff,80
89196ba016fffff,50
89196ba0edbffff,10
89196ba0edbffff,10
89196ba0ed3ffff,70
89196ba0ed3ffff,105
89196ba0ed3ffff,95
89196ba0ed3ffff,115
89196ba016fffff,100
89196ba1c03ffff,55
89196ba1c03ffff,70
89196ba1c17ffff,55
89196ba1c17ffff,100
89196ba1cbbffff,30
89196ba1cbbffff,50
89196ba1ca3ffff,195
89196ba1c03ffff,5
89196ba1c03ffff,5
89196ba1c17ffff,40
89196ba1cb7ffff,130
89196ba037bffff,115
89196ba037bffff,135
89196ba037bffff,70
89196ba1cb3ffff,15
89196ba1cb7ffff,10
89196ba1cb7ffff,70
89196ba037bffff,140
89196ba037bffff,130
89196ba037bffff,5
89196ba016fffff,95
89196ba03afffff,50
89196ba03a7ffff,140
89196ba03a7ffff,95
89196ba03a7ffff,70
89196ba016bffff,110
89196ba016bffff,125
89196ba016fffff,70
89196ba016fffff,55
89196ba016fffff,30
89196ba03afffff,45
89196ba03afffff,180
89196ba03afffff,185
89196ba0307ffff,180
89196ba0333ffff,40
89196ba0333ffff,55
89196ba0333ffff,35
89196ba03afffff,60
89196ba03afffff,120
89196ba0307ffff,110
89196ba037bffff,455
89196ba0373ffff,135
89196ba034fffff,15
89196ba034fffff,45
89196ba037bffff,50
89196ba037bffff,90
89196ba0347ffff,385
89196ba034fffff,95
89196ba034fffff,90
89196ba034fffff,10
89196ba0167ffff,20
89196ba03a7ffff,90
89196ba03a7ffff,105
89196ba03a7ffff,80
89196ba016bffff,170
89196ba016bffff,20
89196ba0163ffff,90
89196ba0163ffff,95
89196ba0163ffff,75
89196ba03a3ffff,100
89196ba0307ffff,50
89196ba0307ffff,85
89196ba03abffff,140
89196ba03abffff,45
89196ba03afffff,65
89196ba03afffff,80
89196ba0307ffff,30
89196ba0307ffff,50
89196ba0307ffff,145
89196ba03abffff,155
89196ba03abffff,130
89196ba03abffff,40
89196ba03abffff,25
89196ba03a3ffff,95
89196ba0303ffff,40
89196ba0303ffff,135
89196ba0307ffff,90
89196ba03abffff,20
89196ba03abffff,220
89196ba03abffff,105
89196ba03a7ffff,120
89196ba03a7ffff,155
89196ba03b7ffff,105
89196ba016bffff,25
89196ba016bffff,45
89196ba016bffff,80
89196ba0163ffff,80
89196ba0163ffff,65
89196ba0163ffff,35
89196ba03a3ffff,110
89196ba03abffff,15
89196ba03a3ffff,45
89196ba0303ffff,40
89196ba0303ffff,120
89196ba0303ffff,100
89196ba0317ffff,85
89196ba0317ffff,15
89196ba0317ffff,100
89196ba0317ffff,65
89196ba03bbffff,90
89196ba2b03ffff,5
89196ba2b43ffff,70
89196ba2b43ffff,80
89196ba2b57ffff,30
89196ba2b57ffff,20
89196ba2b57ffff,45
89196ba2b1bffff,45
89196ba2b1bffff,35
89196ba2b53ffff,85
89196ba2b57ffff,40
89196ba2b4bffff,40
89196ba2b4bffff,55
89196ba2b5bffff,65
89196ba2b43ffff,75
89196ba0cc3ffff,75
89196ba0cd7ffff,15
89196ba0c97ffff,70
89196ba2b5bffff,75
89196ba2b5bffff,90
89196ba2b5bffff,120
89196ba2b57ffff,115
89196ba2b57ffff,100
89196ba2b1bffff,125
89196ba2b1bffff,60
89196ba2b53ffff,15
89196ba2b53ffff,15
89196ba2bcfffff,50
89196ba2bcfffff,55
89196ba2bcfffff,105
89196ba2b1bffff,40
89196ba2b43ffff,45
89196ba0cc3ffff,55
89196ba0cd7ffff,10
89196ba0c97ffff,25
89196ba0c97ffff,70
89196ba2b5bffff,75
89196ba2b5bffff,40
89196ba2b53ffff,30
89196ba0cd3ffff,5
89196ba2a2fffff,60
89196ba012bffff,5
89196ba0137ffff,5
89196ba0137ffff,40
89196ba0ccbffff,85
89196ba0cdbffff,75
89196ba0cc3ffff,100
89196ba0cc3ffff,60
89196ba013bffff,5
89196ba013bffff,20
89196ba0137ffff,25
89196ba2b1bffff,10
89196ba2b53ffff,5
89196ba2bcfffff,65
89196ba2bcfffff,100
89196ba2bcfffff,40
89196ba2bcfffff,75
89196ba2bc7ffff,100
89196ba2bc7ffff,30
89196ba2b53ffff,35
89196ba2bcbffff,65
89196ba0137ffff,85
89196ba0cdbffff,105
89196ba0cdbffff,145
89196ba0cdbffff,115
89196ba0cd3ffff,20
89196ba013bffff,70
89196ba013bffff,60
89196ba0133ffff,20
89196ba0133ffff,20
89196ba0137ffff,30
89196ba2a2fffff,65
89196ba2a2fffff,65
89196ba2b5bffff,10
89196ba0cd3ffff,75
89196ba2a2fffff,85
89196ba2a2fffff,35
89196ba2a2fffff,40
89196ba2a27ffff,20
89196ba0cd3ffff,95
89196ba0cd3ffff,25
89196ba0137ffff,60
89196ba0cdbffff,125
89196ba0cdbffff,70
89196ba0cdbffff,45
89196ba0cd3ffff,105
89196ba013bffff,65
89196ba013bffff,50
89196ba0133ffff,40
89196ba0133ffff,60
89196ba0133ffff,70
89196ba2bcbffff,30
89196ba2bcfffff,35
89196ba2bcfffff,20
89196ba2bcfffff,20
89196ba2bc7ffff,55
89196ba2bc7ffff,25
89196ba2bcbffff,20
89196ba2bcbffff,25
89196ba2bcbffff,40
89196ba2bcbffff,25
89196ba03a3ffff,70
89196ba03b7ffff,100
89196ba03b7ffff,45
89196ba03b7ffff,80
89196ba016bffff,65
89196ba017bffff,20
89196ba03a3ffff,70
89196ba03a3ffff,250
89196ba03b7ffff,90
89196ba03b7ffff,25
89196ba0347ffff,435
89196ba034fffff,30
89196ba034fffff,100
89196ba0347ffff,20
89196ba034bffff,15
89196ba034bffff,90
89196ba0343ffff,70
89196ba1c97ffff,10
89196ba034bffff,50
89196ba031bffff,10
89196ba017bffff,40
89196ba017bffff,30
89196ba017bffff,20
