hex9,value
89196949c33ffff,8763
8919696b20fffff,7551
8919696967bffff,6907
89196b94e47ffff,2818
89196b960bbffff,3223
89196badc3bffff,9268
89196bb1b2bffff,9469
89196940a6fffff,6132
89196bb02c7ffff,4468
89196bb644bffff,8763
89196bb839bffff,5528
8919696aca3ffff,1183
8919696a50fffff,7126
89196b94ac7ffff,4661
89196963093ffff,8993
89196ba294bffff,6063
89196ba1e27ffff,3001
8919694b09bffff,8297
89196b86bc3ffff,4706
89196b36497ffff,6537
89196bb5b23ffff,8295
89196978653ffff,7867
89196968187ffff,8382
89196ba2e0fffff,7857
89196bb8d27ffff,5490
89196b32373ffff,1530
8919697898fffff,8771
89196bb61c7ffff,6125
89196ba03cfffff,6524
891969412cbffff,273
89196bb48b7ffff,8755
8919694ed67ffff,3385
89196ba04c7ffff,7447
89196959e6fffff,7553
891fa493693ffff,7446
89196bac0a7ffff,7661
89196b32547ffff,5402
8919697883bffff,1157
89196b15c07ffff,3096
8919696ae53ffff,3999
89196bb41d3ffff,4794
89196bb0943ffff,2779
8919694f193ffff,3730
89196bb6503ffff,3370
89196bba163ffff,1498
89196bb5c2bffff,8294
89196bad413ffff,9116
8919694aba7ffff,4965
89196ba0e83ffff,9700
89196ba4a77ffff,2105
8919694b433ffff,6791
89196942a4bffff,4374
8919694c193ffff,6492
8919694a66fffff,9243
8919694a83bffff,4340
89196963053ffff,2531
89196b941c7ffff,2009
89196b32367ffff,4213
89196b8652bffff,1470
89196b85c93ffff,7019
89196b94913ffff,865
89196b0582fffff,4527
89196b32403ffff,2517
89196bbb1cfffff,5099
89196b15dabffff,9796
89196b862bbffff,8529
89196b86aa3ffff,3205
891969682c3ffff,2917
8919696a40fffff,7159
89196b84aa7ffff,4244
89196bb70d7ffff,8869
8919694e627ffff,5107
89196941087ffff,7105
89196ba4ab7ffff,3154
89196ba895bffff,991
89196bb1d9bffff,1622
89196bb7507ffff,4259
8919694933bffff,4302
89196940e67ffff,6424
89196bab663ffff,1978
89196b30587ffff,3194
89196bba26bffff,6013
89196ba9d7bffff,2783
8919697b0cfffff,5179
89196b86a5bffff,1091
89196960057ffff,3505
89196ba5457ffff,398
8919696954bffff,1654
89196bb3643ffff,255
8919696a0b3ffff,1103
89196bb1b93ffff,886
89196bb92d7ffff,2410
89196b94a03ffff,4984
891969604b3ffff,2445
8919697b50fffff,113
89196bb0957ffff,9648
89196ba8263ffff,7049
8919694d86fffff,2177
8919697904fffff,9512
89196961477ffff,354
89196b8edb7ffff,464
89196bb9aa7ffff,8590
89196940a6fffff,9570
89196bb565bffff,194
8919682c933ffff,8243
89196b051afffff,8968
89196b862afffff,2207
89196bac84fffff,3315
89196968e43ffff,2705
89196ba081bffff,765
8919696b22fffff,1480
89196ba8b83ffff,8763
89196948493ffff,2543
89196bb6633ffff,9412
89196b8626fffff,6661
89196ba6813ffff,1257
8919696ae13ffff,8342
8919682cb1bffff,7324
89196bbb66fffff,9789
89196bb2d87ffff,3605
89196baca97ffff,9129
89196baca4bffff,4529
8919694a2abffff,8362
89196ba30cbffff,2113
891969634b7ffff,9136
89196badba3ffff,9604
89196baec5bffff,2701
89196ba5283ffff,8879
89196b85b17ffff,8816
89196948557ffff,2714
89196b04db3ffff,2862
89196bb9eb3ffff,7020
89196b33577ffff,9009
89196b332dbffff,4983
89196b9646fffff,7323
89196969033ffff,80
8919696b5c7ffff,8574
8919694eb2bffff,3374
8919694b2d3ffff,5641
8919694c1c3ffff,1641
89196ba5b17ffff,3566
89196979d83ffff,1627
89196ba2843ffff,8609
8919694a45bffff,1721
89196bbaa63ffff,689
89196b335dbffff,4258
89196ba48a3ffff,1334
8919696b583ffff,6309
89196bb6433ffff,4937
89196ba8557ffff,8682
89196b04363ffff,5854
8919697880bffff,8742
89196ba4697ffff,5754
89196b85847ffff,640
891969403afffff,7031
89196badb93ffff,4148
8919694d293ffff,2260
89196945b4bffff,1297
89196bb5ddbffff,3711
89196bae29bffff,1540
89196ba569bffff,2023
89196959437ffff,9341
89196ba19cbffff,8626
89196b061c3ffff,8081
8919694b557ffff,7212
89196942a33ffff,4837
8919697998bffff,6546
89196ba1863ffff,6542
89196ba933bffff,7858
89196b36013ffff,1474
89196bad5d7ffff,2205
89196b9442bffff,5285
891969400bbffff,8904
89196ba4093ffff,9085
89196ba042fffff,8409
89196979c27ffff,8558
89196bb446fffff,6979
89196ba7137ffff,2691
89196baf437ffff,1897
8919694ae4fffff,9297
89196941423ffff,7294
89196bb66a7ffff,5931
8919682ca6bffff,7116
89196b14837ffff,9568
89196ba482bffff,7939
89196baf623ffff,8840
89196ba6943ffff,2059
8919694b5a3ffff,7108
891fa493503ffff,8137
89196b14203ffff,5208
8919694d247ffff,1112
8919694ea17ffff,2405
8919694852bffff,188
89196bb09dbffff,8887
891969400b3ffff,3988
8919694562fffff,9795
89196b0434bffff,732
89196b32ca3ffff,2361
8919696a443ffff,690
89196bb1417ffff,9738
89196b06527ffff,6749
89196ba98a7ffff,4640
89196bb21cbffff,3001
89196979147ffff,9882
89196bb028fffff,7649
89196b32cd3ffff,5694
8919694cdafffff,7658
89196ba346fffff,2627
8919696ae97ffff,3196
89196b96623ffff,3231
8919697964fffff,7865
89196b8626bffff,610
89196bad80bffff,1496
89196b94b9bffff,2490
8919696321bffff,6144
8919697a877ffff,4290
89196bb918fffff,4349
89196bb5543ffff,521
891969798afffff,9925
89196baeadbffff,4385
89196bba4a7ffff,1363
89196949a5bffff,4031
8919694a16bffff,9886
891969432cfffff,5356
89196962a5bffff,6979
89196948a13ffff,4695
8919694c047ffff,4184
89196bb9907ffff,5863
891969690bbffff,6159
89196b04513ffff,8723
89196b86527ffff,4695
89196b0458fffff,8209
891969400d7ffff,9294
891969486dbffff,9316
8919694ce27ffff,5117
8919694cb4bffff,7296
89196ba2aabffff,3785
8919696063bffff,470
89196ba1bc7ffff,1092
89196ba4083ffff,3996
89196943333ffff,2663
89196bb6003ffff,3547
8919694ee7bffff,1558
89196ba8a27ffff,6911
89196979963ffff,6986
89196bb9527ffff,4641
89196baf62bffff,4317
89196b042a7ffff,7666
89196bb5337ffff,6031
89196b94593ffff,8604
8919694e3c3ffff,3180
89196949bd3ffff,2897
8919694534fffff,6877
89196979a2fffff,4671
89196ba36d3ffff,6424
89196940a47ffff,5483
891969611d3ffff,9096
89196b0588fffff,9772
89196942e2fffff,9652
8919696044bffff,883
891fa4960cfffff,6332
89196baea07ffff,6144
89196b069dbffff,5606
89196b85947ffff,1715
89196978dabffff,3208
89196bb204bffff,2962
89196b8423bffff,5020
8919694b4c7ffff,1879
89196bb52a3ffff,4321
89196bb02d3ffff,1027
89196badb4fffff,4572
89196ba147bffff,5228
89196b8590bffff,7539
89196ba2b33ffff,1047
89196ba2347ffff,3105
89196bb9d6bffff,1641
89196ba142bffff,4424
89196ba8ac7ffff,1697
89196bba56bffff,8933
89196ba634fffff,9040
89196943323ffff,1177
89196bbb033ffff,626
89196b3245bffff,2379
89196baca5bffff,2292
89196ba8bcfffff,842
89196b33463ffff,2238
8919696ac5bffff,5120
89196b149afffff,6607
89196bb210fffff,5505
89196b96b53ffff,8182
89196b96c97ffff,6163
891969411dbffff,8395
89196b168b7ffff,8549
8919694954fffff,4512
89196bb8123ffff,6946
89196bad03bffff,4996
8919696b0d3ffff,1698
89196ba0c37ffff,8549
89196b3a403ffff,2660
89196b328cbffff,2065
891fa49266bffff,7082
89196945213ffff,2754
891969696cbffff,2722
89196ba52d7ffff,9819
89196bb61bbffff,9442
89196bb196bffff,8270
89196ba081bffff,9832
89196ba6557ffff,4944
8919694cb07ffff,6305
89196958b3bffff,6687
89196bb7313ffff,7854
8919697930fffff,235
8919694d013ffff,1375
89196941ecfffff,2596
8919696142fffff,2198
89196b941dbffff,7457
89196bb91cfffff,1143
89196bb504fffff,9321
89196b3356bffff,4281
89196b05a97ffff,7212
89196ba9283ffff,6536
89196ba1d63ffff,5242
89196bb933bffff,9302
8919694d8a3ffff,777
89196bba28bffff,2086
89196ba00dbffff,2510
89196b86dabffff,7404
89196b14277ffff,8207
89196b966afffff,3949
89196b1659bffff,2206
89196962383ffff,5518
89196bb9d4fffff,5988
89196b85107ffff,630
89196b16e97ffff,7222
89196b1696bffff,1731
89196b32123ffff,1761
89196bb7043ffff,1441
89196b3301bffff,9316
89196bb4bcbffff,8027
89196962207ffff,1918
89196b32173ffff,2072
89196bb925bffff,2838
89196b05c0fffff,4841
89196b84843ffff,2417
8919696a683ffff,4263
89196ba50dbffff,1971
89196bb705bffff,3304
89196baa903ffff,9176
891969793cfffff,68
89196ba4a3bffff,1833
89196b8633bffff,5265
89196941373ffff,8507
89196ba15afffff,8562
89196b14d77ffff,9240
89196ba145bffff,7167
89196948adbffff,8675
89196b06997ffff,959
89196b14bc3ffff,4734
8919696a593ffff,7594
89196b1646fffff,1364
89196ba89dbffff,1721
8919694d207ffff,3554
89196b3a4c7ffff,8676
89196ba23b7ffff,5287
89196bbb623ffff,1003
89196baa5d3ffff,9376
89196ba2b03ffff,9575
8919694edc3ffff,4222
89196bac407ffff,406
89196bb707bffff,7766
89196943243ffff,5437
8919694987bffff,2308
8919694a917ffff,7574
89196bad247ffff,3833
89196948d4bffff,5870
8919682cb53ffff,3034
89196b14903ffff,8247
89196baec6bffff,8526
89196bba31bffff,9835
89196969677ffff,5461
89196b06bcbffff,3746
8919695993bffff,5747
89196ba422bffff,3150
89196ba1403ffff,2054
89196bb088fffff,5522
89196958b6bffff,4764
89196ba164bffff,880
89196ba1c97ffff,4423
89196b949bbffff,9977
891969633b3ffff,6539
89196ba612fffff,7532
89196bb6413ffff,5204
89196ba112bffff,2516
89196b1401bffff,6737
89196b869d7ffff,6924
8919694f687ffff,3040
89196bb186bffff,7564
89196b1434bffff,4915
89196b85c77ffff,9482
89196948c43ffff,4570
89196b96037ffff,3773
89196b32043ffff,4367
891fa492dc3ffff,855
89196bb00bbffff,3021
89196bba82bffff,6375
89196bac187ffff,1367
89196b9649bffff,1795
89196bae55bffff,2823
8919694d84bffff,1976
89196941a2bffff,156
8919694a8d3ffff,6124
89196ba9da7ffff,9423
89196941283ffff,9299
89196bb9cb3ffff,9693
89196b84993ffff,6027
89196948a73ffff,1364
89196b32333ffff,1711
89196bb5537ffff,2974
8919695905bffff,8780
89196963467ffff,1557
89196b32147ffff,5438
89196940317ffff,7817
8919696b0c7ffff,9330
89196bab283ffff,5726
89196ba9e9bffff,4254
89196baa68bffff,6722
89196bae0cfffff,1842
8919697ab47ffff,6165
89196ba438fffff,8763
89196bb1d97ffff,73
89196baf283ffff,2935
89196bb4237ffff,3285
89196b8697bffff,5274
89196bade7bffff,4334
89196941a53ffff,5307
8919694d847ffff,4575
8919694c973ffff,2458
89196bbb633ffff,6188
89196bb827bffff,7075
89196b86837ffff,1618
89196ba16b3ffff,8784
89196b149cbffff,5926
89196bad8d3ffff,1800
89196bb89afffff,5654
89196b17133ffff,7663
89196ba5037ffff,5294
8919694ea97ffff,9172
89196969133ffff,5025
89196b06c8fffff,4345
89196baac9bffff,8953
89196b1442fffff,8600
89196ba093bffff,2702
89196b86157ffff,8291
89196b15dabffff,437
89196b0595bffff,4301
89196960647ffff,509
89196bab47bffff,6129
89196b14863ffff,5946
89196bb9cdbffff,8680
891fa493493ffff,2991
8919696b3a7ffff,9780
89196ba585bffff,4230
89196bab5a7ffff,4465
891fa496597ffff,4529
89196969d17ffff,8721
89196b8e98fffff,5294
89196b94b63ffff,9929
89196bb054fffff,6645
89196ba0b6fffff,552
8919694f6d3ffff,1418
8919694da43ffff,4318
89196ba68c7ffff,9360
89196bb9ccbffff,1949
89196bb75c3ffff,5655
891969495afffff,8652
89196baed77ffff,3372
89196baf1abffff,7240
89196b96cdbffff,9754
89196ba6357ffff,4492
89196bba12bffff,3696
89196b9600bffff,4576
89196bad56bffff,2111
89196bb467bffff,769
89196ba58c7ffff,6105
89196bb5687ffff,8049
8919696039bffff,1460
8919694ab07ffff,8525
89196b86e9bffff,7510
8919696853bffff,3266
8919694e8d7ffff,9366
89196bae547ffff,1092
89196bbae0fffff,8147
89196b32cd3ffff,2507
89196b96a13ffff,5194
89196bb15dbffff,730
89196b3a453ffff,6130
89196b8750fffff,8424
89196ba8bafffff,5437
8919694da57ffff,8466
8919697b397ffff,9288
89196b04acfffff,5952
89196b86193ffff,6874
89196943393ffff,8298
89196bb0ba7ffff,1305
89196940c73ffff,2002
89196b16147ffff,6327
89196baa803ffff,6890
89196bb0a2bffff,7490
89196bb2eafffff,33
89196b8694fffff,9908
89196b04063ffff,70
89196ba4a93ffff,4598
8919694c593ffff,652
89196bb205bffff,6721
8919694a1cbffff,9782
891969490a3ffff,6611
89196b3b413ffff,4546
89196baf28fffff,3317
891969782abffff,4029
89196b05b03ffff,9415
89196b36697ffff,7497
89196ba3683ffff,3609
89196b84977ffff,9353
89196b8605bffff,9789
89196bacb23ffff,8951
89196b336b7ffff,4520
89196962a63ffff,7992
8919696156fffff,340
89196ba1a2bffff,2693
89196b06363ffff,7043
8919694e817ffff,785
89196b14aabffff,3036
89196958d23ffff,122
89196bb14c7ffff,4333
89196bb1a67ffff,2245
89196960383ffff,5238
89196b96373ffff,2831
89196b85d23ffff,8214
891969623dbffff,3279
89196978cbbffff,6290
89196bba1dbffff,7993
89196bbb13bffff,4233
89196bb0217ffff,7284
89196baf2afffff,4658
89196b86dcbffff,4699
89196b85977ffff,2438
89196ba1543ffff,8831
89196941e07ffff,2290
8919694e62bffff,6722
89196b0410bffff,5350
89196b16babffff,9178
89196bae053ffff,4871
89196949d4fffff,8676
89196948933ffff,7102
89196bb0a27ffff,8993
8919697ab33ffff,1309
89196ba9a93ffff,3080
89196bbb5dbffff,9265
89196ba9257ffff,3000
8919696063bffff,7715
89196bb0687ffff,222
89196ba1a97ffff,24
8919694db17ffff,3709
89196ba9d4bffff,3064
89196ba1e83ffff,6467
891969790c7ffff,1475
89196ba0aa3ffff,7627
891fa49609bffff,6127
891969484b3ffff,2877
8919694f31bffff,1908
89196ba5343ffff,3670
89196949c63ffff,5013
89196baac63ffff,2460
8919694dec3ffff,377
89196bb6247ffff,3756
89196ba6d37ffff,3485
89196963553ffff,3725
8919694852bffff,3458
8919694dcabffff,3615
89196bad16bffff,497
89196bb590fffff,3100
8919694cbabffff,6976
89196b86323ffff,3334
89196b15d8bffff,5580
89196b96337ffff,7867
89196b06e37ffff,1167
89196bb8ad3ffff,17
89196b9596bffff,4681
8919694c4c3ffff,1571
89196948323ffff,1213
89196b8710fffff,7242
89196941cbbffff,1733
89196bb9a03ffff,8155
8919694a00fffff,97
89196b06c03ffff,2269
89196bb0587ffff,79
89196bb9087ffff,1314
89196bac10bffff,29
89196bac96fffff,8667
89196b85e33ffff,5835
89196979453ffff,137
891969418c7ffff,8318
8919694560bffff,3262
89196bae5c3ffff,5022
891969600cfffff,8907
89196baf00bffff,8595
89196b0580bffff,8740
89196bb5b87ffff,6881
89196961677ffff,6176
8919694e1a3ffff,7921
89196ba63d3ffff,1434
891969795abffff,9793
8919697938fffff,1828
891969615a3ffff,4655
89196bae82bffff,699
89196959357ffff,2793
8919694dec7ffff,8926
89196b32853ffff,264
89196bab54bffff,6468
89196b8e9cfffff,5085
89196949367ffff,5374
89196bb898fffff,8169
89196ba2607ffff,7696
89196bbad53ffff,7043
89196bbb117ffff,8246
8919694028fffff,8624
89196ba4e4bffff,4186
8919694a587ffff,555
89196ba6553ffff,1285
89196ba1d87ffff,9832
89196959667ffff,4588
89196bb98abffff,4211
8919694ecb7ffff,2061
89196ba138bffff,249
891969636dbffff,8118
89196b8458bffff,930
89196bba2cfffff,3477
89196bb34b3ffff,2367
89196b96bcfffff,9313
891fa493453ffff,3147
8919694f3afffff,6905
89196bac137ffff,53
89196979e83ffff,7098
89196b86c4fffff,8940
89196958b7bffff,5921
89196969e83ffff,3457
8919694f047ffff,772
8919694cb4fffff,3384
89196bb0a5bffff,7216
89196ba9ccbffff,6561
89196ba16a3ffff,9829
89196ba92bbffff,8688
89196bb4117ffff,9704
89196bb4a67ffff,412
891969429d3ffff,4786
891969698c3ffff,2378
8919696988bffff,7228
89196b043dbffff,4633
89196bba57bffff,1354
89196b9617bffff,8719
89196bb4ebbffff,4557
89196bb84b7ffff,5193
89196bac387ffff,4763
89196ba8283ffff,550
89196baa917ffff,8345
89196b9639bffff,1312
89196bb9937ffff,2118
89196b04c7bffff,2609
89196963127ffff,6101
8919694d047ffff,4141
89196b16ecfffff,4024
89196b06babffff,8424
8919696aeabffff,1259
89196bb13d3ffff,2074
89196b0424fffff,5596
8919694b217ffff,6409
89196baf02bffff,6029
89196b96877ffff,7452
89196bb6ba3ffff,5352
89196bb0577ffff,899
8919694a6abffff,7008
8919694cb9bffff,9769
89196b84a4fffff,5402
89196ba4e93ffff,745
89196b32e93ffff,7011
89196bb8b43ffff,8594
8919694a20bffff,7834
89196968397ffff,5878
8919697999bffff,5223
891969453d3ffff,8732
89196bb0b33ffff,857
89196ba8117ffff,547
89196978c03ffff,4502
8919696128bffff,8883
89196b94da7ffff,1608
8919694b3dbffff,5197
89196bb2a57ffff,1517
89196b0ed27ffff,1414
89196ba63bbffff,3591
89196b14b13ffff,7040
89196baa697ffff,2639
89196ba9bc3ffff,9362
89196ba69bbffff,2807
89196b321cfffff,7021
89196ba60afffff,3037
89196ba50b3ffff,6452
89196ba91bbffff,9179
89196ba0023ffff,8608
89196ba6db3ffff,2859
89196b841dbffff,5366
89196bae48bffff,8075
89196978c87ffff,4231
89196b33197ffff,2553
89196b32ea7ffff,7553
89196bb4217ffff,730
89196bae02fffff,4486
8919696b4d3ffff,1378
89196ba95b7ffff,2576
89196ba0e43ffff,2883
89196ba5d67ffff,5547
89196ba4e93ffff,7864
8919682caa3ffff,7453
89196ba6d0fffff,9228
89196bbad17ffff,7027
8919697865bffff,1109
89196ba2db3ffff,419
89196958b43ffff,9002
89196b862b3ffff,1436
89196bb2c83ffff,5912
89196bb82afffff,8362
89196bb802fffff,2218
89196962e6bffff,5364
89196ba3027ffff,6787
891969698abffff,326
8919696b63bffff,4541
89196bba08fffff,8942
89196941853ffff,8764
89196949a33ffff,1807
8919694893bffff,2178
89196978ea7ffff,6287
89196ba0657ffff,4649
89196bb61dbffff,5000
89196bb2ba3ffff,4325
89196bb7097ffff,8933
891969699b7ffff,1403
89196bb3567ffff,5215
89196b95d0bffff,5313
89196ba900fffff,3795
89196b15d4fffff,5816
89196ba7603ffff,3402
89196bba657ffff,5334
89196ba9e2fffff,6594
89196b9612fffff,6793
89196ba72afffff,3062
89196ba837bffff,9596
89196bba347ffff,4555
89196948e17ffff,5994
89196bb9eafffff,7334
89196bb6bdbffff,4576
89196b8612bffff,6175
89196b16a57ffff,4318
89196ba4a87ffff,6669
89196bb7413ffff,8264
89196ba1943ffff,6112
89196bba66fffff,6695
89196baa6c3ffff,1916
89196979ea7ffff,6076
89196bb644bffff,5834
8919697b25bffff,4870
89196ba0b13ffff,8315
89196bb2a37ffff,9382
8919694116bffff,2108
89196bb333bffff,5389
89196ba4a57ffff,245
89196b14b0fffff,5243
89196948ea7ffff,3753
89196baa01bffff,9837
89196b96623ffff,9350
89196b8712bffff,2770
89196940313ffff,4213
89196ba8453ffff,7712
8919694ababffff,4296
8919696947bffff,4446
89196bb5163ffff,3762
89196948acfffff,7446
89196b9695bffff,8086
89196bb0073ffff,9147
89196baec2fffff,5096
89196b16107ffff,4073
89196b169c3ffff,6114
89196ba24cbffff,9150
89196bb182bffff,5343
89196b16263ffff,1757
89196941a3bffff,7031
891969784d3ffff,4563
89196b86683ffff,3286
89196ba95cfffff,1426
89196bad18bffff,5895
89196bb355bffff,1117
89196960157ffff,5301
89196bb4103ffff,1673
89196b85e6bffff,443
89196942817ffff,8353
89196bb9a73ffff,9303
89196b33123ffff,1910
8919695930fffff,9294
8919697958fffff,2679
8919694a50bffff,3909
89196ba8663ffff,6264
89196b16253ffff,8731
89196b32c77ffff,6979
89196b96b0fffff,1997
89196baeb1bffff,7642
8919694916fffff,8475
89196b322cfffff,7291
89196bb6083ffff,6618
89196bb30b7ffff,1525
89196ba4d8bffff,9375
891fa496687ffff,5009
89196ba1b03ffff,1114
89196bb08a3ffff,7757
8919694b227ffff,1892
89196bb71cbffff,3340
8919694b45bffff,5488
89196ba006fffff,5281
89196bba407ffff,81
89196bb8b13ffff,4694
8919694e58fffff,3221
89196ba8d43ffff,6737
89196ba2b7bffff,4114
89196bb643bffff,1645
89196bb2473ffff,7494
89196ba2c8bffff,8648
89196b96b8fffff,8456
891fa496093ffff,2619
89196b05a37ffff,4475
891969636b3ffff,6756
89196bb606fffff,584
89196bb8e5bffff,8542
89196bb62d3ffff,7055
8919696843bffff,9494
8919694e1b3ffff,3346
89196ba98bbffff,4159
89196949ccfffff,8170
89196ba2363ffff,6171
8919694964bffff,6079
89196b32147ffff,7813
8919694e673ffff,1738
89196bb2c6bffff,6567
89196ba02cfffff,9079
89196945153ffff,9278
89196b065bbffff,4773
89196963383ffff,1345
89196b04ebbffff,1572
89196b96aa7ffff,4133
89196ba6c1bffff,7947
8919697a897ffff,1832
89196b3050fffff,4326
89196949c27ffff,2204
89196b8410fffff,7287
89196ba44a3ffff,3677
8919696b0c3ffff,5754
891fa493573ffff,9543
89196bba177ffff,4192
89196963157ffff,6866
89196948e0fffff,3743
89196bb4c5bffff,1930
89196940b77ffff,4860
89196bad08bffff,2671
89196959937ffff,4639
89196bb95dbffff,1530
891969452afffff,7987
8919694804bffff,2520
89196ba4223ffff,4303
89196bb4517ffff,4184
89196b94c8fffff,2469
89196bb9143ffff,1725
8919696962fffff,2600
89196bb00cfffff,7614
89196948a73ffff,7191
89196ba062bffff,1852
89196b87577ffff,4587
89196b858abffff,3465
89196bb9d53ffff,7657
89196b16d0bffff,2519
8919697900fffff,1112
89196ba26bbffff,6574
8919694a92fffff,7583
89196b86a4fffff,8198
8919697b25bffff,5970
89196ba717bffff,4838
89196968567ffff,188
89196bab643ffff,3121
89196ba2d53ffff,8430
8919694d2bbffff,3909
89196ba889bffff,4656
89196b06c07ffff,6370
89196bb7277ffff,2756
89196b322abffff,2385
89196baa283ffff,2710
89196b04dc3ffff,4348
89196ba6833ffff,8800
89196ba2edbffff,4489
89196bbb00fffff,8410
89196ba443bffff,5159
89196b16383ffff,3294
891969600d7ffff,4455
89196ba7217ffff,268
89196ba1577ffff,7869
89196bb1d63ffff,8705
8919694e56bffff,305
89196bab457ffff,8596
89196bab387ffff,6732
89196ba1403ffff,5414
8919694d433ffff,2781
891fa4960b7ffff,4787
89196bb423bffff,2682
89196960687ffff,2875
8919694b59bffff,8101
89196b14563ffff,5575
89196b85e63ffff,1410
89196ba4523ffff,5945
89196b965b3ffff,3548
89196badbcbffff,1767
89196bb2b4fffff,9998
8919694b6afffff,8185
89196ba926bffff,197
8919694f09bffff,3099
89196b17163ffff,2182
8919696b147ffff,9506
891969795cfffff,5212
89196b1638bffff,1387
89196b9499bffff,1947
89196bb298fffff,2870
8919694e5d3ffff,8762
89196bb247bffff,7028
89196bb35afffff,6411
89196ba4d1bffff,5709
89196948123ffff,7281
89196bb1a73ffff,2963
89196bb0e0bffff,4188
89196bb2edbffff,2226
89196968167ffff,9577
8919694c423ffff,903
89196b8552bffff,3968
89196bb554fffff,7083
89196b3261bffff,855
8919694c58fffff,5443
89196b06e67ffff,1017
89196bba017ffff,5961
89196948abbffff,9588
89196b85a27ffff,9775
89196baa0c7ffff,8947
89196bac16bffff,5295
89196ba8b0fffff,9390
89196b86a77ffff,4689
89196bb6907ffff,8716
89196bad8a7ffff,3722
89196bae163ffff,8820
89196bbaeabffff,2193
89196bb9a77ffff,9307
89196ba09d7ffff,6900
891969451abffff,3326
8919694a973ffff,8354
8919696950bffff,3906
891969631dbffff,9530
89196b16097ffff,5118
89196bb7543ffff,4205
8919697868fffff,9184
8919694aea3ffff,6210
89196bb2e8bffff,9978
89196969a9bffff,9460
89196bb8d37ffff,8863
89196bb845bffff,6420
89196bb58a3ffff,793
89196baec2fffff,6113
89196943547ffff,1074
89196b0458fffff,7405
8919696311bffff,6166
89196b1608bffff,6275
89196960083ffff,1918
891969491bbffff,3284
89196b05c03ffff,7722
8919694337bffff,9313
89196bb20cfffff,4026
89196945bcbffff,5131
89196ba7267ffff,1123
89196968a93ffff,5422
89196bba9afffff,6670
89196b05a33ffff,4378
891969695d7ffff,913
89196bb4b13ffff,693
89196ba4d87ffff,8149
89196b05e23ffff,5995
89196bb9a2bffff,7884
89196bae613ffff,2528
89196b173b3ffff,8612
89196b85d93ffff,7997
8919694a31bffff,1463
89196bb9eb3ffff,8223
89196940c9bffff,8905
89196bac033ffff,321
89196bb06d3ffff,118
89196941503ffff,4310
89196ba0377ffff,3900
89196941b8bffff,7966
89196badcd7ffff,203
8919694aec3ffff,5507
8919697a9c7ffff,7319
89196b065afffff,1031
8919696b45bffff,8352
8919696b203ffff,3293
89196bb9e8bffff,4393
89196ba5d2bffff,7449
89196b87193ffff,8243
89196baa057ffff,7348
89196969873ffff,9594
89196bb498bffff,9289
8919696a27bffff,2284
89196ba636bffff,5941
89196b94c7bffff,5417
89196ba017bffff,4520
89196b3255bffff,7928
89196bb2577ffff,91
89196b32a17ffff,987
89196ba3197ffff,348
89196b061a3ffff,3575
89196bb05d7ffff,5231
89196b86053ffff,6241
891fa4964d7ffff,7012
891969615cfffff,9924
89196969437ffff,8613
89196bb4543ffff,2848
89196baad97ffff,6131
89196bb5a53ffff,9404
89196ba8c27ffff,5930
89196ba3273ffff,5824
89196b1415bffff,8222
89196bb0dc7ffff,8138
89196b861abffff,8460
8919694f203ffff,4961
89196bb16a7ffff,3703
89196bae0a3ffff,2338
89196bb59afffff,9224
89196ba6a23ffff,7280
89196ba74dbffff,4802
891fa49653bffff,1189
8919696b6b7ffff,898
89196b06457ffff,7528
89196bb53afffff,2670
8919696162bffff,620
89196ba420bffff,1875
89196bb4a5bffff,3766
89196b14397ffff,6293
89196b941a7ffff,8817
891969615abffff,7869
89196bad5b3ffff,1738
89196bae3c3ffff,1732
89196bb9a1bffff,2375
8919694c65bffff,2302
89196ba3227ffff,2976
89196b14b5bffff,9005
89196b86e53ffff,3165
8919694e287ffff,8659
89196bba31bffff,1247
8919694a487ffff,9901
89196baac83ffff,5454
89196bbb247ffff,8487
89196962343ffff,918
89196941383ffff,8267
8919694333bffff,2879
89196b1612fffff,1895
89196bb4ed7ffff,8600
89196bac303ffff,1366
891969786abffff,4910
89196b85993ffff,3939
89196949b87ffff,8027
89196ba5e27ffff,5575
8919694024bffff,4525
89196bac30fffff,5720
89196ba8d97ffff,845
89196b141cfffff,9899
89196badb93ffff,6457
89196bab38bffff,6762
89196b15dafffff,7997
89196b85a53ffff,8568
89196b94a53ffff,1133
8919696165bffff,9924
89196ba0adbffff,3120
89196bb0203ffff,5831
89196bbb3bbffff,3960
89196ba4057ffff,2437
89196962a9bffff,8985
89196bae9afffff,1409
89196ba653bffff,1021
89196bb44afffff,4262
89196bb422fffff,5953
891fa4964c7ffff,557
89196bad9afffff,3995
89196b058cbffff,5819
89196b84803ffff,1110
89196b8e9bbffff,4177
89196ba6c2fffff,3318
89196b16dabffff,1791
89196ba1087ffff,7074
89196bb6c6bffff,8144
8919696b1a7ffff,5662
89196baad4bffff,7826
89196ba4e63ffff,7616
89196bb082bffff,8270
8919694b65bffff,2895
89196b32b8fffff,5886
89196959007ffff,2599
89196bb4933ffff,426
89196b305cfffff,2809
89196bb5bd7ffff,5420
89196b1463bffff,6102
89196b968a7ffff,1537
89196b063a7ffff,2707
89196963373ffff,8884
8919697aab7ffff,1718
8919694ca47ffff,9175
89196b842dbffff,3183
89196ba8b47ffff,1780
8919694f0abffff,6681
89196948d33ffff,8069
89196bb150bffff,964
