hex9,value
8919694e0abffff,9112
89196ba6c8bffff,1922
89196ba7043ffff,9446
89196b84a97ffff,7377
89196962adbffff,906
891969699dbffff,3485
89196963393ffff,1110
89196bb8337ffff,6687
89196baa94bffff,1119
89196ba500fffff,7734
89196bac58bffff,2751
89196bb4a83ffff,9264
89196ba052fffff,8032
891969404b3ffff,6395
89196bb050fffff,4323
89196b334afffff,1516
89196b06843ffff,9371
89196b86bcfffff,4349
8919696a1d3ffff,6177
89196bb683bffff,6605
8919694d987ffff,9183
89196958b97ffff,1088
89196b15c77ffff,2838
89196bb168bffff,2387
89196963657ffff,7719
89196b94083ffff,6008
891969695d7ffff,9961
89196bada33ffff,7876
89196b14d4bffff,576
8919694180fffff,5357
8919694320fffff,3605
89196bae027ffff,9324
89196963643ffff,3515
89196ba0ad3ffff,2564
8919694f433ffff,5187
89196bb9233ffff,4927
89196bb1947ffff,9983
8919696a1afffff,7426
89196b32447ffff,2870
8919694804fffff,5682
89196b32167ffff,8019
89196ba2a6fffff,3595
89196bb15cbffff,9077
89196969657ffff,7195
89196ba2893ffff,3072
8919697b403ffff,46
89196baf5afffff,3718
89196b3283bffff,5217
8919697aad7ffff,1577
89196969e6fffff,5805
89196963183ffff,8521
89196b14517ffff,8226
89196ba067bffff,8634
89196ba5653ffff,4286
89196940a93ffff,2009
89196b96b2fffff,9150
89196ba59d3ffff,6837
89196bb1d33ffff,8798
89196978243ffff,5499
89196940207ffff,3693
89196ba2c67ffff,3937
89196bb9e77ffff,8186
89196b05dd7ffff,2241
89196ba4d0fffff,7512
89196bb62bbffff,425
89196bb350bffff,1995
8919696acc3ffff,3954
89196b86323ffff,5317
89196bbb46bffff,471
89196949877ffff,695
89196ba263bffff,6939
891fa49644bffff,3737
89196b86bdbffff,4258
8919696b067ffff,8665
89196bb8e0fffff,3004
8919694144bffff,892
89196ba2363ffff,8297
89196b8cda3ffff,7635
89196bac6dbffff,1616
89196bb9b83ffff,5451
89196ba227bffff,2842
89196bb1b63ffff,104
89196baf06bffff,1898
89196bb524bffff,1919
89196ba5607ffff,9545
89196bb6b0fffff,5432
89196b15d83ffff,8460
89196ba0ba7ffff,9956
89196bb017bffff,1634
8919696011bffff,8994
89196b33093ffff,9100
8919694e027ffff,7970
89196bb53a7ffff,9361
89196960553ffff,1800
89196ba5583ffff,3686
89196bad06fffff,2079
89196bb826bffff,2315
89196958957ffff,8816
89196ba4063ffff,2037
89196940e5bffff,7478
8919694a22fffff,8984
89196bae2d7ffff,8432
89196ba76cbffff,987
89196949463ffff,7455
89196bb884bffff,2491
89196941477ffff,8963
8919694126fffff,2678
89196bb134bffff,1345
8919697b047ffff,1785
89196ba8c57ffff,1994
89196948dcfffff,3
89196948683ffff,3053
8919694ce8fffff,6664
89196bac6dbffff,2290
891969431c7ffff,7263
89196968207ffff,5013
89196ba6437ffff,9104
89196ba01afffff,1728
89196ba1563ffff,3937
89196ba039bffff,8042
89196b84817ffff,2992
89196bad657ffff,307
89196bbaac7ffff,1871
89196ba6293ffff,6825
8919694e5cbffff,9013
89196ba6487ffff,5739
891969499abffff,9204
89196bb45a7ffff,47
89196b8413bffff,6487
89196ba1977ffff,8540
89196bb18afffff,3601
89196ba758fffff,2101
89196bb4d47ffff,2536
89196969d83ffff,7416
89196ba9607ffff,4419
89196b05963ffff,5627
89196ba719bffff,475
89196b94417ffff,8461
89196969bafffff,8585
891969681c3ffff,7312
89196ba20b7ffff,3134
8919694e663ffff,3307
8919697935bffff,9605
89196962e7bffff,395
891969602abffff,3563
89196b8456fffff,4678
89196bb1a87ffff,7654
8919696966fffff,1300
891969616b3ffff,1032
89196b14947ffff,8822
89196ba4283ffff,253
89196b3223bffff,6103
89196ba9067ffff,810
89196bb5b5bffff,7085
8919696864fffff,2630
891969794a7ffff,2808
89196968083ffff,6678
8919694096bffff,3885
89196b85d1bffff,6883
89196b32377ffff,5847
89196baf617ffff,2972
8919694e4abffff,8908
89196943163ffff,7727
89196bb9867ffff,2329
89196bb1137ffff,4058
89196b305c3ffff,2543
89196b8696bffff,342
89196960283ffff,3550
891fa496487ffff,5913
891fa49644bffff,3738
89196bb43c3ffff,5450
89196bb028bffff,6168
89196bb04b7ffff,180
89196b04097ffff,875
89196b32893ffff,2141
8919694e55bffff,4438
89196943317ffff,6873
89196b1493bffff,8875
8919694c607ffff,7623
89196bb1a4fffff,5369
8919694e0b7ffff,5601
8919694ccafffff,97
89196ba9307ffff,3645
89196bba893ffff,4410
89196943127ffff,3037
8919694157bffff,6614
89196b3645bffff,2321
89196949d93ffff,668
89196bb7147ffff,7299
8919694f1cfffff,1029
8919694a66bffff,148
89196b04277ffff,8013
89196bad9d3ffff,4743
89196bad967ffff,923
89196bb1c0bffff,5882
89196bb6e03ffff,1073
89196bb7123ffff,4203
89196bba44fffff,7971
89196b14c37ffff,1245
89196b16107ffff,6981
89196b14b27ffff,8607
89196ba5bd3ffff,6819
89196940373ffff,6173
89196b30087ffff,1449
89196bb1997ffff,5465
8919694dd83ffff,2650
8919694d983ffff,1699
89196b94113ffff,8036
89196bac4c3ffff,5443
89196b8696fffff,8042
89196b32ccbffff,7322
89196baf1cfffff,7344
89196b94417ffff,4202
89196bb1a93ffff,4096
89196baa6cfffff,3631
89196bac557ffff,1900
89196bb5573ffff,4456
89196ba82c7ffff,9446
89196b95d67ffff,6422
89196bb324bffff,5982
89196bb5ec7ffff,561
89196ba1957ffff,6045
89196ba2443ffff,2787
891fa492517ffff,3533
8919696991bffff,4208
89196ba0ea3ffff,4521
89196b06bc7ffff,5108
89196948cabffff,9605
89196baa463ffff,6368
89196bb4a5bffff,4817
89196bacbdbffff,7752
8919696810bffff,4493
89196940693ffff,7116
89196b959d3ffff,1830
89196bb72d3ffff,9738
8919694d2abffff,8698
89196b171afffff,4221
89196ba538fffff,4900
89196b16db3ffff,723
89196ba996bffff,3790
89196b9410fffff,518
89196960467ffff,135
89196ba84b3ffff,4520
89196baaad3ffff,3922
89196b86087ffff,709
89196949ea7ffff,4354
8919694e023ffff,5194
89196ba58a3ffff,8237
89196b84d53ffff,8115
89196ba35c7ffff,3353
89196b040d3ffff,2376
89196963223ffff,4822
89196ba2c17ffff,1787
8919694e20bffff,6307
8919694cccfffff,2812
89196b96917ffff,2182
89196b843afffff,4995
8919696a193ffff,6067
89196b32d0fffff,9572
89196bb5c23ffff,5901
89196baec97ffff,537
8919694a37bffff,4815
89196ba2013ffff,6390
89196bba827ffff,1838
89196bb0ba3ffff,1253
8919694eec3ffff,8242
89196ba86b3ffff,1485
89196b86e3bffff,9181
89196bb6323ffff,7489
8919694964bffff,3165
89196bb8cc7ffff,5010
89196b14083ffff,3546
8919697b61bffff,6783
89196bb238fffff,8476
89196b0688bffff,9363
89196bb448fffff,5246
89196ba9da7ffff,8705
89196bac02bffff,1200
8919694a92bffff,3913
89196bb60bbffff,2997
89196ba4933ffff,4651
8919696a117ffff,7332
89196ba5873ffff,9580
89196bb3197ffff,7480
89196baa037ffff,2210
89196ba0093ffff,4110
89196bb440fffff,7662
89196b86a43ffff,9058
89196b06517ffff,8785
89196978067ffff,9634
89196b149bbffff,9064
89196ba5c3bffff,7632
89196ba094fffff,4161
8919696330bffff,761
89196ba05cfffff,4778
89196bb28c3ffff,17
89196bbac1bffff,3782
8919694c673ffff,4536
89196bb0367ffff,9448
89196bb6547ffff,9647
89196958a37ffff,850
89196bb256fffff,5068
89196bba663ffff,1438
89196ba506fffff,4976
8919694f42bffff,7345
89196bac95bffff,7175
89196bb4863ffff,6214
8919696990bffff,1331
89196bb7027ffff,5536
89196ba8583ffff,1328
89196b04c3bffff,4952
89196969dcbffff,3933
89196ba4073ffff,2241
89196b32dc7ffff,2644
891969788cbffff,133
89196bade33ffff,6841
89196bac4dbffff,6953
89196bb0c67ffff,8404
8919696204fffff,2237
89196b9494fffff,9192
89196bb0e9bffff,5101
891969402cbffff,9982
89196b16d33ffff,105
89196ba6ccfffff,5543
89196baa133ffff,8199
89196ba164fffff,8933
89196ba937bffff,1951
89196b96b07ffff,8694
89196ba63b3ffff,7510
89196b86c8fffff,5444
89196b32307ffff,1412
89196ba0b23ffff,3205
89196b162cbffff,3980
89196bb306bffff,3128
89196ba2b87ffff,2094
89196b8614fffff,2757
8919694d49bffff,1597
89196bb8cabffff,1011
89196baf563ffff,4842
89196bb8b73ffff,3099
89196b85c93ffff,6836
89196b06e0bffff,2946
89196b14103ffff,8657
89196b16547ffff,1465
89196ba9ad3ffff,4050
8919697abcfffff,8469
89196bb4027ffff,6077
89196bb1047ffff,2132
8919694aa93ffff,7451
89196ba1e07ffff,6857
89196ba583bffff,91
89196bb9dc3ffff,1950
89196b94863ffff,6761
8919694cc7bffff,3367
89196bb1eb7ffff,1168
89196b945b7ffff,9441
89196ba140fffff,5549
891969602abffff,2507
89196949a1bffff,3237
8919697818bffff,1073
8919696ae27ffff,1490
8919694f04bffff,9787
89196969a63ffff,1690
89196ba7043ffff,2304
89196bb23d7ffff,4830
89196ba113bffff,4452
89196b87103ffff,1470
89196ba4d23ffff,2779
89196b06573ffff,5031
89196978843ffff,2827
89196bb7303ffff,9569
89196b945c3ffff,3422
89196bb00dbffff,7800
89196bb4b13ffff,5702
89196bb3127ffff,9453
89196ba6c1bffff,4767
89196940023ffff,8873
89196b84683ffff,7444
89196b06d2fffff,4050
89196978cb7ffff,9906
89196bb760fffff,9531
89196ba4113ffff,1680
891969590dbffff,9778
89196b32493ffff,5260
89196bb2ccfffff,6386
89196ba0087ffff,6486
89196ba4b6fffff,2909
891969792b3ffff,6229
891969794c3ffff,4109
89196ba8653ffff,6126
89196bb0a4bffff,7318
8919694847bffff,9219
8919694842bffff,3641
89196bb8927ffff,5205
89196b14a57ffff,9116
891969636b7ffff,3953
89196b06ab3ffff,9079
89196bb6a07ffff,2137
8919694ccafffff,47
89196b14533ffff,2834
89196949e8fffff,7454
89196bb7377ffff,4813
89196b8640bffff,5923
89196b32c97ffff,7021
89196ba8277ffff,6436
89196ba62b3ffff,223
8919694a823ffff,9054
8919696a633ffff,1158
89196b33617ffff,9882
89196b334abffff,9348
89196ba22cfffff,1343
89196ba4b43ffff,4862
89196b3208bffff,8397
8919696b46fffff,2508
8919694db33ffff,5347
89196941e7bffff,1193
89196baa5cfffff,3092
8919697a977ffff,6668
8919694f42fffff,4539
8919694234bffff,4755
89196ba9aabffff,1230
89196ba9a5bffff,4887
89196bab23bffff,5443
89196ba3673ffff,2257
89196baa443ffff,3732
89196978653ffff,209
89196bb999bffff,5586
89196b87537ffff,1036
8919694b28fffff,136
89196979e53ffff,9050
89196959e3bffff,199
89196978c6bffff,86
8919696b16bffff,8820
89196ba4243ffff,9385
89196b14a6fffff,7259
89196bb40bbffff,1789
89196bae4b7ffff,1701
89196b85a57ffff,169
8919696803bffff,6701
89196bb1813ffff,9524
89196b96a13ffff,8167
8919694ea8bffff,5024
89196b360b7ffff,2356
8919694d08fffff,6061
89196bb5e9bffff,711
89196bb86cfffff,8037
89196bb4603ffff,3851
89196bb1b8fffff,2078
89196978d3bffff,8079
89196bbb323ffff,7783
89196ba2667ffff,6697
89196bab50fffff,7772
89196bb360fffff,9337
89196badb77ffff,8330
89196ba2c9bffff,5321
89196bb4987ffff,8599
89196bb4babffff,5499
89196b06e0bffff,6524
89196ba662fffff,1916
89196bac24bffff,1381
89196ba9d87ffff,1747
89196ba2e6fffff,4604
89196b85aabffff,8646
89196b1652bffff,7707
8919694e017ffff,3662
89196bba1cfffff,7472
89196bb5843ffff,1152
89196bb93afffff,6789
8919694ca57ffff,6850
8919694d1c3ffff,9121
89196b1642fffff,7021
89196ba18cfffff,7016
89196969943ffff,6926
89196bb4a9bffff,614
89196b964b3ffff,5052
8919694c313ffff,857
89196bab32fffff,6077
89196ba929bffff,8444
8919694c47bffff,2524
89196b86c73ffff,7443
89196bb9ddbffff,6411
89196969197ffff,8884
89196b0686fffff,9374
89196bb42afffff,3981
89196979a87ffff,1436
89196bb64d3ffff,2851
8919694a98fffff,821
89196948acbffff,4742
89196bb69c3ffff,4223
89196b141a7ffff,5772
89196949a0bffff,8888
89196baeb27ffff,2548
89196940bdbffff,546
89196bb593bffff,8430
8919697a8d7ffff,3544
89196b8624bffff,3281
8919694e3d3ffff,6006
89196ba4213ffff,3555
89196bbb483ffff,7740
89196940e0bffff,6918
8919696ad7bffff,6534
8919694a207ffff,7696
89196979ca3ffff,6085
8919694d4d7ffff,9706
8919696806bffff,6946
89196b14d83ffff,669
89196ba248bffff,4534
89196979c87ffff,7833
89196b969d3ffff,6088
89196bae53bffff,3378
89196bac67bffff,7960
8919696a093ffff,1219
89196b33523ffff,2597
89196ba159bffff,733
89196bb9e23ffff,8969
8919694b137ffff,4000
8919694a08fffff,29
89196bb5873ffff,3160
89196bb62cfffff,4400
89196bbb623ffff,3491
89196b14403ffff,6788
8919694c817ffff,8523
89196ba496bffff,7357
891969496a3ffff,5216
8919694ee07ffff,1729
89196bb51d3ffff,46
891969684abffff,4247
89196bb72bbffff,3910
89196ba1e2fffff,3990
89196949ebbffff,5962
8919696a66bffff,5487
89196b33187ffff,7337
8919694c957ffff,261
89196bb6a27ffff,4240
89196b86ed3ffff,5197
891fa4960c7ffff,4022
89196bb6103ffff,1937
89196bb1e23ffff,8524
8919697997bffff,7036
89196ba8a1bffff,1987
89196b86c23ffff,9894
89196ba65afffff,2505
89196ba68abffff,8710
89196bb984bffff,9643
89196bace17ffff,788
8919697b0b3ffff,9627
891969476c7ffff,7272
89196bb4ad7ffff,6961
89196baa9afffff,9237
8919696a24bffff,9203
89196bac84fffff,5039
89196bb4a2fffff,9096
89196b94e6fffff,8220
89196978587ffff,8829
89196bb5997ffff,9866
89196bb7563ffff,8870
89196b94e53ffff,961
89196ba8acfffff,198
89196b962bbffff,3405
8919694da4fffff,5800
89196958bc3ffff,7887
89196b32567ffff,7088
89196b84c8bffff,5714
89196ba438fffff,4083
891fa49340fffff,2846
891969616c7ffff,6520
89196ba4093ffff,4368
89196978bafffff,4988
89196ba60cbffff,2129
89196bb2ec7ffff,122
89196ba3303ffff,5249
89196b844b7ffff,9767
8919694a61bffff,5910
89196bb657bffff,7964
8919694f227ffff,1745
89196941223ffff,7326
89196b0648fffff,8203
89196bb2907ffff,3327
89196ba46b7ffff,7380
89196940597ffff,6393
89196b0e923ffff,8445
89196ba1b2fffff,5542
89196b86a07ffff,7402
89196b3648bffff,7484
89196bb9b6bffff,4802
89196bb186fffff,8441
89196bada6fffff,8732
89196942bb3ffff,2126
89196bb6bcfffff,9278
89196949907ffff,9662
89196bac597ffff,5985
89196949993ffff,7652
89196ba932fffff,482
89196b95d23ffff,8418
8919694cb87ffff,9197
8919694c117ffff,5694
89196ba0b23ffff,3779
8919694066bffff,4049
89196ba4433ffff,3776
89196bba013ffff,3507
89196b04e77ffff,4554
89196ba1077ffff,1889
8919694108bffff,8048
89196bb29abffff,5322
8919694961bffff,2517
89196bba513ffff,1034
8919694f10fffff,9468
8919696a15bffff,7650
89196b96d0fffff,624
8919694d24bffff,7327
89196ba71c7ffff,7502
89196b144d7ffff,3641
89196bb01a3ffff,8812
89196baeb33ffff,9155
89196969cd3ffff,755
89196bb51dbffff,1347
8919694e26fffff,4752
89196940cbbffff,4101
8919694c597ffff,5861
89196948db7ffff,6702
89196bb9193ffff,528
89196ba0ad7ffff,5583
89196941ccfffff,3469
89196ba325bffff,7447
8919696b1abffff,6586
89196bb84c7ffff,5106
89196b95d07ffff,7606
89196945607ffff,3439
89196ba8d4fffff,7672
89196bb4bd3ffff,5356
89196bac583ffff,4647
89196963287ffff,3187
89196942267ffff,7139
89196ba1577ffff,1033
8919694cca3ffff,7533
89196baab07ffff,8192
89196ba54a3ffff,7232
89196bb4b53ffff,9158
89196b161b7ffff,1311
89196b94a4bffff,8845
89196969d7bffff,4581
8919696b69bffff,4738
89196ba96cfffff,4015
89196b9682bffff,3058
89196978523ffff,9694
8919694900fffff,74
89196ba5b1bffff,6748
8919694c9afffff,2830
89196bb448fffff,1433
89196b3364fffff,9872
8919694e2c7ffff,2522
89196bab247ffff,3150
89196bb018fffff,7179
8919694e2abffff,7456
89196b85ccfffff,8166
89196b841cbffff,8311
89196b86d03ffff,8957
89196bb4163ffff,2005
89196ba9b63ffff,4624
89196bb534fffff,7106
89196bb9123ffff,962
8919696b5a3ffff,5767
89196b959d3ffff,3169
8919694a56fffff,9296
89196bad23bffff,1332
89196ba1ccbffff,4267
89196978cc7ffff,5571
89196bac237ffff,3178
89196ba503bffff,8476
89196bb6b27ffff,4602
89196b3286bffff,456
89196b05c73ffff,6160
89196bac947ffff,3735
89196ba047bffff,5317
89196979877ffff,4324
89196ba20d3ffff,6529
89196bac50bffff,587
89196ba8907ffff,2339
89196961277ffff,685
89196ba3213ffff,370
8919696934fffff,6639
89196b85e07ffff,9978
89196bac3a7ffff,5648
89196ba11a3ffff,8322
89196942a77ffff,9940
89196ba0bcfffff,109
89196b8596bffff,4313
89196b30483ffff,4220
89196ba1c07ffff,7648
89196ba9493ffff,2142
89196bb56d7ffff,244
8919682cb63ffff,6744
8919697b42bffff,7059
89196948837ffff,8200
89196baf43bffff,2157
89196bb1c87ffff,6157
8919694ebb7ffff,6146
89196b04053ffff,3219
8919697946fffff,3177
89196bb862fffff,5883
89196ba8167ffff,2721
8919694dd6fffff,8562
89196960197ffff,8832
8919694c5d7ffff,3685
89196ba14afffff,9014
89196ba267bffff,2200
8919694b413ffff,2861
89196b16ec3ffff,4668
89196b04ea3ffff,6849
89196bacc7bffff,9704
89196bb023bffff,1766
8919694c3a3ffff,1164
89196948e8bffff,270
89196ba936fffff,6529
8919697b4c7ffff,9367
89196bad043ffff,2757
89196baca07ffff,3030
89196bb8b17ffff,3071
89196968443ffff,3360
89196b16b8bffff,5872
89196ba1867ffff,6685
89196baa10bffff,2203
89196b33133ffff,3260
89196bbaca7ffff,4262
89196ba0c07ffff,6195
89196bb404fffff,2905
8919694ae83ffff,1817
89196b0458fffff,84
89196bb21abffff,8021
89196bad1cbffff,3685
8919694e8b7ffff,5094
89196941363ffff,5081
8919694a553ffff,3216
89196ba626bffff,2049
89196940a93ffff,6989
89196ba3677ffff,5213
89196baa833ffff,3559
89196bacadbffff,7465
891969403b7ffff,8410
89196962aabffff,1176
89196baf603ffff,5826
89196b366d7ffff,2392
89196942367ffff,184
8919694d207ffff,386
8919694c21bffff,6955
8919694158fffff,4761
89196bb596fffff,9008
89196b1467bffff,1014
8919696a113ffff,1738
89196ba0433ffff,4797
89196ba95a3ffff,3826
8919694db3bffff,5676
8919695896bffff,9426
89196bb0343ffff,3825
8919695994bffff,5871
89196b06e8fffff,5849
89196ba0b7bffff,5943
891969636d7ffff,530
8919694c403ffff,4806
89196958b4fffff,7229
89196b9455bffff,5049
89196978167ffff,7839
89196ba044fffff,2127
89196bba8cfffff,1042
89196baeba7ffff,2607
89196bad2afffff,1550
89196bb884bffff,8097
89196948a4fffff,5955
89196978677ffff,4572
89196961437ffff,136
89196ba9123ffff,4539
89196940b57ffff,4194
8919694d987ffff,2979
89196bb6c6fffff,825
891fa49258fffff,4047
89196b32e97ffff,5364
89196b86b83ffff,9637
89196ba8567ffff,3849
89196b84a0bffff,5622
89196bb608fffff,3309
8919694020fffff,6889
89196bb9c4bffff,8345
89196ba2bc7ffff,155
89196bae95bffff,6311
89196b85c57ffff,9229
89196bb62abffff,7654
891969404cbffff,2865
8919694c24fffff,2808
89196bb9ccbffff,8059
89196bab107ffff,9554
8919694cc83ffff,6336
8919694e463ffff,3785
8919694e147ffff,6062
89196979863ffff,9194
89196b146cfffff,4174
89196b16203ffff,4097
8919696b53bffff,4849
89196ba6897ffff,9193
8919696826fffff,1132
89196ba82d7ffff,9763
89196ba148bffff,8165
89196bac0b7ffff,2054
89196bb0b53ffff,655
891fa496497ffff,8031
89196b9592fffff,1894
89196ba73b3ffff,3354
8919696ae27ffff,5024
8919696b283ffff,455
89196baed3bffff,9364
8919694e323ffff,8
89196b86a0fffff,403
8919696b5c3ffff,5028
89196bac883ffff,8315
8919697809bffff,3295
89196b145d3ffff,8891
89196b15dbbffff,4391
89196bbac4bffff,9598
8919694a607ffff,3844
8919694ce4fffff,6564
8919694b2d3ffff,7214
89196baf647ffff,4469
89196ba18afffff,2795
89196b36097ffff,7672
89196b04e97ffff,4416
89196ba1153ffff,3697
89196bb687bffff,1632
89196bb904bffff,6655
89196940b6fffff,3847
89196ba330fffff,8081
89196bb632bffff,5922
8919694b0abffff,8594
89196bb0c9bffff,3749
89196963533ffff,2607
89196ba64a3ffff,3337
89196b142cbffff,4384
89196bb3403ffff,8320
89196baed47ffff,7424
89196ba626bffff,5701
89196bad567ffff,3112
89196b16327ffff,1000
89196bb145bffff,5787
89196979007ffff,867
89196ba4d67ffff,8953
89196baf64fffff,4413
8919694c483ffff,5507
891969406abffff,3888
89196ba2563ffff,6683
89196ba18dbffff,888
89196baa6a7ffff,276
8919697b253ffff,6962
89196bb52bbffff,4328
89196b94bc3ffff,7731
89196979b13ffff,8388
89196ba4ba7ffff,5915
89196945b63ffff,5202
89196b05a8fffff,9418
89196ba02dbffff,7071
89196ba5143ffff,2893
89196ba94b7ffff,98
8919694aac3ffff,9220
891969414c7ffff,2573
89196948117ffff,6750
89196ba8017ffff,7387
89196b84467ffff,2867
89196bb854bffff,9077
89196b16cabffff,1578
89196baee2fffff,6612
89196979317ffff,1475
89196b15c0fffff,9285
8919694f227ffff,8844
89196bae043ffff,6907
89196bbb6dbffff,915
8919694d277ffff,2935
891969410abffff,7413
89196b86493ffff,8331
8919694118fffff,3483
8919696831bffff,2443
89196ba901bffff,7755
89196ba2857ffff,5133
89196bbb663ffff,9942
8919694f14fffff,643
8919694b2cfffff,1814
89196948ccfffff,44
89196b3210fffff,4949
89196b85e5bffff,6048
89196bb1977ffff,8200
89196ba9143ffff,5156
89196b30523ffff,7666
8919694ed47ffff,4047
89196b0e903ffff,6254
89196948a2fffff,8631
89196b9596bffff,3388
8919694c63bffff,8850
8919696352bffff,9722
89196ba480bffff,2812
8919694b183ffff,3083
89196b94cabffff,578
89196ba264fffff,8598
89196bba0b7ffff,6833
89196ba6c63ffff,6212
89196bb302fffff,4042
891fa496653ffff,6845
89196b3661bffff,8322
89196ba4287ffff,8697
89196ba3573ffff,7355
89196968507ffff,3659
891fa49347bffff,6001
89196ba884bffff,4531
89196bacdd7ffff,7086
89196bbad37ffff,1674
891969790dbffff,1465
89196ba0367ffff,31
89196b85acfffff,9979
89196baa683ffff,5618
89196bb542fffff,2093
891fa49618fffff,4555
8919696a8abffff,792
89196bb416bffff,1184
8919694a65bffff,7376
89196978007ffff,5743
89196948613ffff,3098
8919694e643ffff,6058
89196b948dbffff,4584
89196bb4c8bffff,8722
89196bb846bffff,3437
89196942a4fffff,4896
89196949a0bffff,771
8919696b08bffff,5428
8919694d527ffff,7905
89196ba02bbffff,2653
89196b0634fffff,267
89196b06cbbffff,876
891969489b7ffff,8582
89196ba29b3ffff,1346
89196948e8bffff,4336
89196b84e9bffff,9632
89196b86e0fffff,2011
89196baeea7ffff,3144
89196b05acfffff,5638
89196bab663ffff,2283
89196b85837ffff,6809
89196bb71cbffff,4182
89196ba03b7ffff,214
89196ba6e63ffff,3129
891969414afffff,9850
89196ba5e47ffff,4703
891969694dbffff,4347
89196b85d93ffff,9765
89196bb4b2fffff,2602
89196baa983ffff,203
89196b06b57ffff,9738
89196ba5113ffff,6796
89196ba15a3ffff,3739
89196b85d6fffff,7468
89196941403ffff,8913
89196ba0abbffff,4453
89196b3354fffff,8974
89196badeb3ffff,8704
89196969b1bffff,9140
89196b065b7ffff,7857
89196959a53ffff,1637
89196940603ffff,4388
89196bbb213ffff,2263
89196ba948bffff,4871
89196940eabffff,9738
8919697838bffff,1538
89196943197ffff,9969
89196bb201bffff,5906
8919694032fffff,4611
8919694835bffff,1148
89196bb214fffff,546
8919696b50bffff,9598
89196962a0fffff,5681
89196949b67ffff,3943
89196ba14afffff,7100
89196bad8b3ffff,6641
89196ba2523ffff,1846
8919697b363ffff,2604
89196b32833ffff,1661
89196bb4943ffff,8020
89196b94a2fffff,8459
89196bb8b0bffff,8272
8919694511bffff,9266
89196bb9667ffff,7737
89196959a47ffff,6947
89196bacc5bffff,8803
8919694c9c7ffff,5378
89196bba967ffff,8567
89196ba15dbffff,5614
8919694da1bffff,2592
89196baa2d3ffff,6558
89196ba9b93ffff,35
89196ba59bbffff,9790
8919696a337ffff,8668
89196942273ffff,4726
89196bb2007ffff,582
89196bb6da7ffff,530
89196b32a57ffff,9522
8919694c993ffff,7599
89196bb90cfffff,2863
8919697b397ffff,6484
89196b32663ffff,7665
89196baadafffff,350
89196bb0e27ffff,2081
89196baf6afffff,9718
89196bb4a5bffff,1960
8919694e1dbffff,6870
8919694c03bffff,5174
89196bb2087ffff,4052
89196ba22bbffff,745
89196ba866bffff,5075
89196bbae43ffff,4505
8919694d8cfffff,6163
89196baa353ffff,8640
89196bb0917ffff,3487
89196948817ffff,616
89196baa5a3ffff,7555
89196bb258fffff,2909
891fa496457ffff,7326
891969635abffff,2166
89196ba902fffff,2454
8919697857bffff,9816
89196b96c1bffff,9259
89196b85a0bffff,4041
8919696146fffff,7214
89196b86807ffff,810
89196bb4d7bffff,7665
89196968353ffff,1792
89196ba6183ffff,6636
89196ba9d2fffff,2648
891969694a7ffff,3721
89196b8591bffff,6672
89196bb280bffff,1452
89196ba6627ffff,3131
89196ba02a7ffff,8714
891969415a7ffff,4520
8919694e47bffff,6617
891fa49252bffff,6673
8919694f117ffff,7543
89196949133ffff,3964
89196963197ffff,387
89196b94b63ffff,5239
8919696b38bffff,8650
89196b84d37ffff,4676
89196bb9363ffff,926
89196b16557ffff,1111
8919697b643ffff,3971
89196ba4993ffff,129
89196b17117ffff,4056
8919696ae8bffff,7352
8919694b43bffff,4060
89196979417ffff,5629
89196ba8b2fffff,6537
89196978923ffff,5389
89196bb1b77ffff,4446
89196ba4347ffff,12
89196ba5bc3ffff,1249
89196bb88b3ffff,8254
8919694d983ffff,5142
8919694b60fffff,9310
89196bb1ed7ffff,4270
89196b06407ffff,8281
8919697840bffff,2026
89196bba0d7ffff,6332
89196979423ffff,8291
89196ba96abffff,9011
89196b86863ffff,2937
891969594a3ffff,8464
89196bacd17ffff,1256
891969610b7ffff,9176
89196bb7093ffff,6376
89196ba16bbffff,6525
89196baee6bffff,8193
89196b9630bffff,7576
89196ba306fffff,8434
89196bb4177ffff,2558
89196bab467ffff,169
89196ba043bffff,8473
89196ba8b87ffff,6566
8919694ea2bffff,4101
89196baf453ffff,6110
89196948353ffff,3650
89196941b2fffff,6417
89196b8cd33ffff,4064
89196948843ffff,219
89196ba5677ffff,1178
89196b96e6bffff,5473
89196bb34b7ffff,4155
89196ba23d3ffff,7163
89196ba611bffff,7210
89196ba3633ffff,755
89196badc77ffff,3878
89196ba886bffff,801
8919696b5cbffff,7665
89196979033ffff,5527
8919694f693ffff,3324
89196ba1017ffff,1077
89196bb9b3bffff,7284
89196bb1e4fffff,8460
8919696812bffff,6450
8919694f20bffff,1187
89196b14a9bffff,1301
89196bb124bffff,3947
89196b16e3bffff,1861
89196bb190bffff,9438
89196ba8e97ffff,4582
89196bbb373ffff,3193
89196ba328fffff,9258
89196bba8abffff,6674
89196948ed7ffff,8339
8919694a647ffff,9939
89196b8e9b3ffff,9763
89196978bc3ffff,3123
89196baf53bffff,7287
89196949d2fffff,456
89196bbb18bffff,161
89196b96c4bffff,4893
89196bae2a3ffff,28
89196bb10abffff,2684
89196bb5c33ffff,7449
89196baeda7ffff,8434
8919694a01bffff,2612
89196b859c7ffff,2812
8919694ad33ffff,9636
89196b14e8bffff,2410
89196bb8357ffff,14
89196bba997ffff,7185
89196bba087ffff,848
